ano;leilao;lote;descricao;orgao_de_origem;status;valor_lance_inicial;valor_lance_final;status_do_pagamento;material;placa
2020;51;2;Carcaças de Pneus. Aproximadamente 109 unidad;1250;Não Arrematado;417.83;0,0;Deserto;Materiais Diversos;Não há
2020;51;3;Carcaças de Baterias. Aproximadamente 27 unid;1250;Não Arrematado;837;0,0;Deserto;Materiais Diversos;Não há
2020;51;4;Sucatas diversas de metal e peças de veículos;1250;Arrematado;285;585,0;Pagamento Confirmado;Sucata diversos;Não há
2020;51;5;SEMI-REBOQUE GWM9467 - Patrimonio: 00000033332444;1250;Arrematado;3750;19950,0;Pagamento Confirmado;Reboque;GWM9467
2020;51;6;SEMI-REBOQUE GWM9466 - Patrimonio: 00000033332479;1250;Arrematado;500;5400,0;Pagamento Confirmado;Reboque;GWM9466
2020;51;7;CARRETINHA GTM3070 - Patrimonio: 00000026649306;1250;Arrematado;250;450,0;Pagamento Confirmado;Reboque;GTM3070
2020;51;8;REBOQUE GMG4887 - Patrimonio     : INEXISTENTE;1250;Arrematado;999;8499,0;Pagamento Confirmado;Reboque;GMG4887
2020;52;1;Nro.Patr. : 067368735 Nro.Placa : PUE8229 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8229
2020;52;2;Nro.Patr. : 067368514 Nro.Placa : PUE8207 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8207
2020;52;3;Nro.Patr. : 067368336 Nro.Placa : PUE8189 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19306,0;Pagamento Confirmado;Automóvel;PUE8189
2020;52;4;Nro.Patr. : 067368557 Nro.Placa : PUE8211 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19306,0;Pagamento Confirmado;Automóvel;PUE8211
2020;52;5;Nro.Patr. : 067368603 Nro.Placa : PUE8216 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19106,0;Pagamento Confirmado;Automóvel;PUE8216
2020;52;6;Nro.Patr. : 067367747 Nro.Placa : PUE8130 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19306,0;Pagamento Confirmado;Automóvel;PUE8130
2020;52;7;Nro.Patr. : 067368050 Nro.Placa : PUE8161 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19506,0;Pagamento Confirmado;Automóvel;PUE8161
2020;52;8;Nro.Patr. : 067368190 Nro.Placa : PUE8175 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8175
2020;52;9;Nro.Patr. : 067368409 Nro.Placa : PUE8196 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18506,0;Pagamento Confirmado;Automóvel;PUE8196
2020;52;10;Nro.Patr. : 067367631 Nro.Placa : PUE8119 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19306,0;Pagamento Confirmado;Automóvel;PUE8119
2020;52;11;Nro.Patr. : 067368204 Nro.Placa : PUE8176 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8176
2020;52;12;Nro.Patr. : 067368573 Nro.Placa : PUE8213 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19106,0;Pagamento Confirmado;Automóvel;PUE8213
2020;52;13;Nro.Patr. : 067367810 Nro.Placa : PUE8137 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8137
2020;52;14;Nro.Patr. : 067368220 Nro.Placa : PUE8178 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19106,0;Pagamento Confirmado;Automóvel;PUE8178
2020;52;15;Nro.Patr. : 067368093 Nro.Placa : PUE8165 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19306,0;Pagamento Confirmado;Automóvel;PUE8165
2020;52;16;Nro.Patr. : 067368670 Nro.Placa : PUE8223 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18306,0;Pagamento Confirmado;Automóvel;PUE8223
2020;52;17;Nro.Patr. : 067368590 Nro.Placa : PUE8215 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18506,0;Pagamento Confirmado;Automóvel;PUE8215
2020;52;18;Nro.Patr. : 067368077 Nro.Placa : PUE8163 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8163
2020;52;19;Nro.Patr. : 067368069 Nro.Placa : PUE8162 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18706,0;Pagamento Confirmado;Automóvel;PUE8162
2020;52;20;Nro.Patr. : 067368085 Nro.Placa : PUE8164 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8164
2020;52;21;Nro.Patr. : 067369421 Nro.Placa : PUE8298 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19106,0;Pagamento Confirmado;Automóvel;PUE8298
2020;52;22;Nro.Patr. : 067368000 Nro.Placa : PUE8156 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18506,0;Pagamento Confirmado;Automóvel;PUE8156
2020;52;23;Nro.Patr. : 067369340 Nro.Placa : PUE8290 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18706,0;Pagamento Confirmado;Automóvel;PUE8290
2020;52;24;Nro.Patr. : 067367917 Nro.Placa : PUE8147 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18706,0;Pagamento Confirmado;Automóvel;PUE8147
2020;52;25;Nro.Patr. : 067368042 Nro.Placa : PUE8160 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8160
2020;52;26;Nro.Patr. : 067368174 Nro.Placa : PUE8173 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8173
2020;52;27;Nro.Patr. : 067369014 Nro.Placa : PUE8257 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18706,0;Pagamento Confirmado;Automóvel;PUE8257
2020;52;28;Nro.Patr. : 067368450 Nro.Placa : PUE8201 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18706,0;Pagamento Confirmado;Automóvel;PUE8201
2020;52;29;Nro.Patr. : 067368700 Nro.Placa : PUE8226 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18706,0;Pagamento Confirmado;Automóvel;PUE8226
2020;52;30;Nro.Patr. : 067369227 Nro.Placa : PUE8278 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18706,0;Pagamento Confirmado;Automóvel;PUE8278
2020;52;31;Nro.Patr. : 067368930 Nro.Placa : PUE8249 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8249
2020;52;32;Nro.Patr. : 067367887 Nro.Placa : PUE8144 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8144
2020;52;33;Nro.Patr. : 067368840 Nro.Placa : PUE8240 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19706,0;Pagamento Confirmado;Automóvel;PUE8240
2020;52;34;Nro.Patr. : 067368832 Nro.Placa : PUE8239 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19106,0;Pagamento Confirmado;Automóvel;PUE8239
2020;52;35;Nro.Patr. : 067368891 Nro.Placa : PUE8245 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;21106,0;Pagamento Confirmado;Automóvel;PUE8245
2020;52;36;Nro.Patr. : 067368166 Nro.Placa : PUE8172 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;18906,0;Pagamento Confirmado;Automóvel;PUE8172
2020;52;37;Nro.Patr. : 067367755 Nro.Placa : PUE8131 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19506,0;Pagamento Confirmado;Automóvel;PUE8131
2020;52;38;Nro.Patr. : 067368425 Nro.Placa : PUE8198 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19106,0;Pagamento Confirmado;Automóvel;PUE8198
2020;52;39;Nro.Patr. : 062110942 Nro.Placa : HMH3901 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: GM/ASTRA SEDAN ADVANTAGE ANO/MODELO : 2008 / 2009 Combustivel : ALC/GASO;1030;Arrematado;3556;17956,0;Pagamento Confirmado;Automóvel;HMH3901
2020;52;40;Nro.Patr. : 067367925 Nro.Placa : PUE8148 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO FIRE ANO/MODELO : 2016 / 2016 Combustivel : ALC/GASO;1030;Arrematado;4106;19106,0;Pagamento Confirmado;Automóvel;PUE8148
2020;53;1;Nro.Patr. : 053331885 Nro.Placa : NXX1804 Situacao : INDEFINIDO TIPO : 23 Especie : ESPECIAL MARCA/MODELO: I/VW AMAROK CD 4X4 S ANO/MODELO : 2012 / 2012 Combustivel : DIESEL;1250;Arrematado;7689;24189,0;DAE não paga - processo punitivo;Automóvel;NXX1804
2020;53;2;Nro.Patr. : 053332113 Nro.Placa : OPE0291 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO WAY 1.0 ANO/MODELO : 2012 / 2013 Combustivel : ALC/GASO;1250;Arrematado;2619;8419,0;Pagamento Confirmado;Automóvel;OPE0291
2020;53;3;Nro.Patr. : 059381710 Nro.Placa : ORC9201 Situacao : INDEFINIDO TIPO : 23 Especie : ESPECIAL MARCA/MODELO: FIAT/STRADA ADVENTURE CD ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4710;24710,0;Pagamento Confirmado;Automóvel;ORC9201
2020;53;4;Nro.Patr. : 027705676 Nro.Placa : OPQ8177 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: YAMAHA/LANDER XTZ250 ANO/MODELO : 2012 / 2013 Combustivel : GASOLINA;2100;Lote Suspenso;454;0,0;Lote Suspenso;Automóvel;OPQ8177
2020;53;5;Nro.Patr. : 028560515 Nro.Placa : HMG4948 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ELX FLEX ANO/MODELO : 2005 / 2006 Combustivel : ALC/GASO;1510;Arrematado;1480;8980,0;Pagamento Confirmado;Automóvel;HMG4948
2020;53;6;Nro.Patr. : 053238788 Nro.Placa : HMG5427 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: FIAT/DUCATO M CORTEZIAMB ANO/MODELO : 2005 / 2006 Combustivel : DIESEL;2270;Arrematado;3906;10706,0;Pagamento Confirmado;Automóvel;HMG5427
2020;53;7;Nro.Patr. : 053210999 Nro.Placa : HMG5430 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: FIAT/DUCATO M CORTEZIAMB ANO/MODELO : 2005 / 2006 Combustivel : DIESEL;2270;Arrematado;3906;17906,0;Pagamento Confirmado;Automóvel;HMG5430
2020;53;8;Nro.Patr. : 021790000 Nro.Placa : HMG5473 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: FIAT/DOBLO EX ANO/MODELO : 2005 / 2006 Combustivel : GASOLINA;2270;Arrematado;3611;8361,0;Pagamento Confirmado;Automóvel;HMG5473
2020;53;9;Nro.Patr. : 021790027 Nro.Placa : HMG5497 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: FIAT/DOBLO EX ANO/MODELO : 2005 / 2006 Combustivel : GASOLINA;2270;Arrematado;3611;8861,0;Pagamento Confirmado;Automóvel;HMG5497
2020;53;10;Nro.Patr. : 021776024 Nro.Placa : HMG2876 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: FIAT/DOBLO EX ANO/MODELO : 2005 / 2005 Combustivel : GASOLINA;2270;Arrematado;3611;7861,0;Pagamento Confirmado;Automóvel;HMG2876
2020;53;11;Nro.Patr. : 040637182 Nro.Placa : HMG8202 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ELX FLEX ANO/MODELO : 2006 / 2007 Combustivel : ALC/GASO;2370;Arrematado;2488;15488,0;Pagamento Confirmado;Automóvel;HMG8202
2020;53;12;Nro.Patr. : 040631338 Nro.Placa : HMH8325 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE ECONOMY ANO/MODELO : 2009 / 2010 Combustivel : ALC/GASO;2370;Arrematado;1589;9539,0;Pagamento Confirmado;Automóvel;HMH8325
2020;53;13;Nro.Patr. : 024604860 Nro.Placa : HMH1463 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2007 / 2008 Combustivel : ALC/GASO;2370;Arrematado;1972;8572,0;Pagamento Confirmado;Automóvel;HMH1463
2020;53;14;Nro.Patr. : 024604984 Nro.Placa : HMH1435 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2007 / 2008 Combustivel : ALC/GASO;2370;Arrematado;1972;8772,0;Pagamento Confirmado;Automóvel;HMH1435
2020;53;15;Nro.Patr. : 040592251 Nro.Placa : HMH5299 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE ECONOMY ANO/MODELO : 2009 / 2009 Combustivel : ALC/GASO;2370;Arrematado;1673;8873,0;Pagamento Confirmado;Automóvel;HMH5299
2020;53;16;Nro.Patr. : 024602973 Nro.Placa : HMH1413 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: FIAT/STRADA FIRE FLEX ANO/MODELO : 2007 / 2008 Combustivel : ALC/GASO;2370;Arrematado;3220;17720,0;Pagamento Confirmado;Automóvel;HMH1413
2020;53;17;Nro.Patr. : 024604844 Nro.Placa : HMH1461 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2007 / 2008 Combustivel : ALC/GASO;2370;Arrematado;1233;8833,0;Pagamento Confirmado;Automóvel;HMH1461
2020;53;18;Nro.Patr. : 024628000 Nro.Placa : HMH1677 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/DOBLO ELX 1.8 FLEX ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;2370;Arrematado;4740;15740,0;Pagamento Confirmado;Automóvel;HMH1677
2020;53;19;Nro.Patr. : 024556009 Nro.Placa : HMG7861 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: I/FORD RANGER XL 13P ANO/MODELO : 2006 / 2007 Combustivel : DIESEL;2370;Arrematado;6310;31210,0;Pagamento Confirmado;Automóvel;HMG7861
2020;53;20;Nro.Patr. : 036616770 Nro.Placa : HMH7370 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE ECONOMY ANO/MODELO : 2009 / 2010 Combustivel : ALC/GASO;1510;Arrematado;1559;7109,0;Pagamento Confirmado;Automóvel;HMH7370
2020;53;21;Nro.Patr. : 024769215 Nro.Placa : HMG7853 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WEEK HLX FLEX ANO/MODELO : 2006 / 2007 Combustivel : ALC/GASO;1510;Arrematado;2164;7764,0;Pagamento Confirmado;Automóvel;HMG7853
2020;53;22;Nro.Patr. : 053317041 Nro.Placa : OQM9852 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4230;18330,0;Pagamento Confirmado;Automóvel;OQM9852
2020;53;23;Nro.Patr. : 053342704 Nro.Placa : OPQ9990 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4230;17730,0;Pagamento Confirmado;Automóvel;OPQ9990
2020;53;24;Nro.Patr. : 053304438 Nro.Placa : OQM9228 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4230;16830,0;Pagamento Confirmado;Automóvel;OQM9228
2020;53;25;Nro.Patr. : 028582276 Nro.Placa : HMG6584 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ELX FLEX ANO/MODELO : 2005 / 2006 Combustivel : ALC/GASO;1510;Arrematado;2282;7532,0;Pagamento Confirmado;Automóvel;HMG6584
2020;53;26;Nro.Patr. : 028584791 Nro.Placa : HMG6747 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: GM/BLAZER ADVANTAGE ANO/MODELO : 2005 / 2006 Combustivel : GASOLINA;1510;Arrematado;2451;8051,0;Pagamento Confirmado;Automóvel;HMG6747
2020;53;27;Nro.Patr. : 036613967 Nro.Placa : HMH2814 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2008 / 2008 Combustivel : GASOLINA;1510;Arrematado;836;5736,0;Pagamento Confirmado;Automóvel;HMH2814
2020;53;28;Nro.Patr. : 036619558 Nro.Placa : HMH8796 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FORD/FIESTA 1.6 FLEX ANO/MODELO : 2009 / 2010 Combustivel : ALC/GASO;1510;Arrematado;3474;7724,0;Pagamento Confirmado;Automóvel;HMH8796
2020;53;29;Nro.Patr. : 036629855 Nro.Placa : HMH9992 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2010 / 2011 Combustivel : ALC/GASO;1510;Arrematado;3146;14646,0;Pagamento Confirmado;Automóvel;HMH9992
2020;53;30;Nro.Patr. : 053312120 Nro.Placa : OPQ8396 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2013 / 2013 Combustivel : ALC/GASO;1250;Arrematado;1782;7082,0;Pagamento Confirmado;Automóvel;OPQ8396
2020;53;31;Nro.Patr. : 053309260 Nro.Placa : OQM9362 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO WAY 1.0 ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;5934;13134,0;Pagamento Confirmado;Automóvel;OQM9362
2020;53;32;Nro.Patr. : 053321480 Nro.Placa : ORC8333 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4136;16736,0;Pagamento Confirmado;Automóvel;ORC8333
2020;53;33;Nro.Patr. : 059383542 Nro.Placa : ORC9794 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: YAMAHA/XTZ150 CROSSER ED ANO/MODELO : 2014 / 2015 Combustivel : ALC/GASO;1250;Arrematado;2028;6028,0;Pagamento Confirmado;Automóvel;ORC9794
2020;53;34;Nro.Patr. : 059383534 Nro.Placa : ORC9795 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: YAMAHA/XTZ150 CROSSER ED ANO/MODELO : 2014 / 2015 Combustivel : ALC/GASO;1250;Arrematado;2028;7428,0;Pagamento Confirmado;Automóvel;ORC9795
2020;53;35;Nro.Patr. : 024782262 Nro.Placa : HMH3460 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1510;Arrematado;1432;8482,0;Pagamento Confirmado;Automóvel;HMH3460
2020;53;36;Nro.Patr. : 027376451 Nro.Placa : GTM8048 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: GM/BLAZER ADVANTAGE ANO/MODELO : 2005 / 2006 Combustivel : GASOLINA;1250;Arrematado;2915;6915,0;Pagamento Confirmado;Automóvel;GTM8048
2020;53;37;Nro.Patr. : 030525489 Nro.Placa : HMG7667 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: MMC/L200 4X4 GL ANO/MODELO : 2006 / 2006 Combustivel : DIESEL;1250;Arrematado;4065;18765,0;Pagamento Confirmado;Automóvel;HMG7667
2020;53;38;Nro.Patr. : 027452425 Nro.Placa : HIK2552 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: VW/GOL PATRULHEIRO 1.6 ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;1975;6775,0;Pagamento Confirmado;Automóvel;HIK2552
2020;53;39;Nro.Patr. : 027452263 Nro.Placa : HIK2089 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: VW/GOL PATRULHEIRO 1.6 ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;1975;5175,0;Pagamento Confirmado;Automóvel;HIK2089
2020;53;40;Nro.Patr. : 027452387 Nro.Placa : HIK2509 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: VW/GOL PATRULHEIRO 1.6 ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;1975;7375,0;Pagamento Confirmado;Automóvel;HIK2509
2020;53;41;Nro.Patr. : 027455963 Nro.Placa : HMH4260 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ELX FLEX ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;1640;9890,0;Pagamento Confirmado;Automóvel;HMH4260
